instrument_id,instrument_type,orig_unpaid_balance,start_dt,unpaid_balance,rating_grade
24eb1465-2845-4079-b588-b2266038af4b,AUTO,7668,2019-08-26,1181,C
ea2db038-cd04-4cc5-bd63-9912b8a6f6d2,CONSTRUCTION,285512,2019-09-28,144191,D
7a47977e-d308-4478-9a7d-797307446557,HELOAN,355709,2022-03-01,292306,E
eb485aae-eb84-45f6-8c46-70b12695371c,CONSTRUCTION,320194,2020-09-19,49343,C
c2916e3b-35a5-4917-b797-1bc0329ffb05,HELOC,278799,2017-03-18,61987,E
0c59cb8c-06b1-4fd9-a339-71d02953d67d,CREDIT_CARD,32104,2016-04-30,11873,E
a00fe866-47ea-4ae8-a52b-e80d630c630c,HELOAN,125250,2019-03-11,103421,E
9a6bc95f-1e75-4fec-9f79-217e001c5d61,AUTO,24641,2021-09-17,19938,E
196e090f-8b59-49e6-bcc4-8c439037e9d4,CONSTRUCTION,356958,2023-12-13,313768,F
a8746b93-63ec-4321-be3d-347e77087564,HELOAN,324908,2017-09-21,233821,E
4b6a81c4-8b93-41f3-bebf-02f478edd6e0,HELOC,370184,2022-09-16,238681,D
78a48e2e-f630-480e-b64f-d01049baf213,CONSTRUCTION,228780,2015-04-15,145891,F
094b23f3-9e53-4d8b-bfec-24d2232f42d4,HELOC,162154,2017-07-13,36278,E
a844ed53-5f69-4e83-b2e2-dd93388e8ef7,HELOAN,229420,2022-05-23,64431,B
bfa3ef77-b374-44a3-92f5-defde4f47cae,HELOC,267841,2015-01-14,61844,F
8334769b-65fa-4e48-8af1-d5e34333221c,AUTO,35522,2016-05-25,22261,E
293dec04-fe25-4cbe-bc99-631df04f3d7b,AUTO,19167,2017-11-11,7173,E
da3729bd-1670-4ab7-a2cd-e8b85c3f3e5c,HELOAN,289355,2018-01-01,102935,D
015ae83d-663c-4936-8c7d-5cad1f6bafba,CREDIT_CARD,6719,2021-03-11,6674,F
35f59903-cf55-406f-affe-b06caff2aa58,AUTO,28803,2018-03-20,9420,D
a9b4d7fc-3844-41a0-91fc-c8053c9f1dff,HELOC,294220,2016-08-20,287534,F
5f18b20d-bb17-4bf3-acb7-cc0df77fa530,AUTO,36413,2024-01-08,30803,F
d8e17d49-8998-4da6-8ff5-48461abfc27b,CREDIT_CARD,38818,2023-02-21,10319,B
d98f92ba-d0f3-41a7-a6fa-b2e1daf4252f,AUTO,23838,2022-06-12,14171,D
dff6ac1c-3aac-47b0-89ea-db540b784bec,CONSTRUCTION,340532,2022-10-16,288732,F
e271a72e-a91d-497b-bd36-4b1e5fa4a3a1,HELOC,281684,2023-11-28,138512,C
7fde2950-ccf9-4cbf-94ed-6bf0d3784065,HELOC,286019,2021-06-03,285571,F
4637dc3a-5d77-47c4-a016-2779f507bb68,AUTO,18187,2020-02-01,12666,E
5af76e38-2ca5-4cb8-b281-aaf5a0a45440,CONSTRUCTION,331515,2022-05-29,245389,E
9a78b97e-76b9-4a99-88f6-e83d0bbaabca,CREDIT_CARD,28639,2019-03-19,2540,D
b3bf7c6f-a888-42f9-aa1c-5c9c62010530,HELOAN,274958,2017-05-06,133982,E
a8f47a5f-76b6-45e2-adc3-713028c6cb13,CONSTRUCTION,316763,2018-01-24,183484,D
dc3f0dfe-0348-40f7-a3a6-fcfb315c5d2a,CONSTRUCTION,215352,2022-11-07,33242,B
f736dfaf-7b78-4147-a628-796060abbda0,CONSTRUCTION,245444,2015-07-27,10058,F
f23af1ec-266b-4fa2-b44f-32d96c2ddb1d,CONSTRUCTION,392572,2020-01-20,15377,C
431d150f-f28d-475e-88a1-daf54cfc963c,CONSTRUCTION,392365,2022-01-15,331508,F
9f18576e-222e-464d-bfba-7b3ea39973ac,CREDIT_CARD,21733,2020-07-17,732,C
cf16d043-7d9d-4902-8f52-2186c6953843,HELOC,207693,2017-07-27,73384,E
75252a37-a8fa-4e30-9f15-46f3e4f647ee,CREDIT_CARD,27190,2019-02-22,11996,D
c0d9a27a-080a-48ee-a4b5-45d20a461c03,CONSTRUCTION,275139,2015-11-10,224424,F
50c0d30d-73c2-4aa0-9bab-54e38a9410f2,HELOC,302734,2024-02-04,216740,E
bd147698-2e3c-404c-9054-f71607b433d3,CREDIT_CARD,26226,2016-06-02,25343,F
e3ff3c7f-3f74-4ca0-9ec9-baf5f56816b4,HELOAN,259714,2016-11-18,235363,F
269ca722-c4f3-458e-adbc-ebd87ddf2451,CREDIT_CARD,35754,2023-03-13,30586,F
d695c039-e764-46ea-af44-6ef3da7d2714,HELOC,278464,2017-06-01,266672,F
06e5433b-397e-45a4-944a-56778aaf6c6b,CREDIT_CARD,29605,2022-08-29,172,B
e5b5d0d1-1436-4d7a-830c-6cf7e5624ab8,AUTO,36586,2020-03-11,7106,C
9d50e2fb-4ba9-486d-8f61-df0a3c99af21,HELOAN,336405,2016-02-12,317675,F
6116fa7a-f72f-4598-84cd-ccaa03a12b8c,CREDIT_CARD,20663,2022-04-26,14564,E
7777ac55-b9a4-41fe-8e5b-f1de4f9fb506,AUTO,15196,2017-07-17,6696,E
229e65a5-5723-405c-8ed0-c15b71e03aba,HELOAN,310389,2020-03-09,176830,D
f1a714e8-3655-465e-a12e-8af981c4c8f2,CREDIT_CARD,15542,2019-10-23,9338,D
9e09c692-ccb9-4afc-bea5-293764ccabb8,AUTO,15789,2019-04-16,8856,D
022306d8-0dee-426e-af99-11428dd32c22,CONSTRUCTION,420694,2021-08-06,29381,B
8109d287-1cae-4c49-9c9a-0329b7ab8e36,AUTO,34097,2020-02-25,22748,E
4e268a41-0fdb-4b96-a7ff-bb39ccb38cd9,AUTO,39510,2021-03-25,11408,C
5b08fb72-be98-4bd1-953f-a2922d18a88f,HELOAN,326238,2017-08-24,189366,E
955f2257-c18e-4f1d-8fd7-6bcd040e0cfa,HELOC,268215,2017-06-15,184356,E
bdb552f3-aa33-4659-bb81-909ed8c28ff8,HELOAN,292461,2022-08-01,108670,C
bc48fb84-5bae-4d2e-9b3a-2fa04103eddd,CREDIT_CARD,24994,2016-08-29,22549,F
fd4fab9e-d061-46e7-aea8-fea896e595a0,HELOAN,189449,2022-03-11,12327,B
d7a36943-03f4-4875-8ec5-b429111efe2a,HELOC,327596,2024-01-07,295833,F
0956949a-8401-4cf4-840d-a70dc7d638ee,HELOC,166438,2017-12-26,6846,D
d1bc4a86-2be2-45f7-9347-086dc504f5d2,CONSTRUCTION,329882,2016-03-04,73950,F
b39d2dc5-1789-4770-9a81-e3754848097b,CONSTRUCTION,251075,2015-07-01,102954,F
6b33f841-8fd7-4dc6-821d-a2214f7c0e7d,AUTO,38828,2018-10-13,27039,E
5b6d7464-7ccf-4462-b8b3-f15361e5f13f,CONSTRUCTION,322405,2024-01-22,47954,A
c0559320-b5df-4fe4-a5b5-1b79e1e4d3c0,CONSTRUCTION,243326,2014-08-10,199638,F
c86a54ef-272c-4fc5-ba66-f25bf8b190ba,CREDIT_CARD,24609,2017-07-20,9608,E
6fcce703-8a7f-4573-b59f-c5c6b6ff9505,HELOC,348388,2018-09-05,208992,D
eb0440e9-4c97-4d94-91dc-f27146c73842,HELOAN,295882,2018-09-15,49046,D
15f4dc64-b46b-4554-a5a9-698910225937,HELOC,251223,2019-06-13,41638,D
ad2a9b79-8a61-4d71-89da-08e3903b7e59,CONSTRUCTION,312751,2020-11-04,132240,C
e8561e2b-8458-442b-b558-98c0cbfe3817,AUTO,22807,2020-05-27,587,C
b791894f-9f05-44e7-9820-feebda39419c,HELOC,292083,2019-01-11,110913,D
6bf52cf2-b28f-4b87-8115-116e0730b188,HELOC,301960,2023-04-13,263597,F
1319685d-0716-4d73-97e7-3baef4917840,CREDIT_CARD,4249,2022-07-21,3609,F
71a38b22-c940-4b39-80d0-a42fb647a62d,CREDIT_CARD,14695,2019-02-05,178,D
d87bbaf6-031e-424e-aaf9-bfbc061acc3b,HELOC,215538,2019-08-26,63800,C
d0030fb3-6bf3-4376-893d-fe9ccbee6c03,CREDIT_CARD,20481,2020-06-02,20071,F
d65055cb-eafd-4970-9f3a-e5de3e81b8be,CREDIT_CARD,13642,2015-01-26,2964,F
cc7f8fbb-f3c2-41d6-bbef-f6ff4c27292a,HELOAN,261687,2018-12-09,240411,F
d2b9edf5-16f3-4c79-8e47-0a898697592c,CREDIT_CARD,22096,2018-12-27,5578,D
578e5da7-6cca-4dad-a11a-7fb6396ea16a,CREDIT_CARD,22055,2020-03-24,1234,C
a51f7f2d-0f54-4ed9-8a07-c358eb01c3f4,CONSTRUCTION,408203,2019-08-12,325456,E
064c183e-a2dd-4a95-9744-c2995cdf4947,HELOAN,239795,2022-10-02,160707,E
5ee059f3-a6a7-488b-87f9-83631d610068,CREDIT_CARD,5434,2023-06-29,3765,E
a15d8a47-ebb0-4e40-a71c-e9702b53e673,AUTO,32027,2018-07-09,15795,D
8dd2602b-c306-4d39-b124-63af8762ef4a,CREDIT_CARD,24127,2016-05-23,15252,E
a8de4e45-dc4e-49d1-b16b-a9785341bfd4,HELOAN,140052,2017-01-23,111418,E
4a9e7369-389a-4959-a682-54f69437dcd9,CONSTRUCTION,491086,2018-04-02,447423,F
11a021a5-2dcd-4bb9-be63-4e9033cf24e6,AUTO,8381,2021-08-23,3514,C
37ad02a0-c8fe-4804-ab58-2ca0e9d1804c,AUTO,17304,2019-01-10,3769,D
8d3c5c55-263a-4989-85ba-dbbc2c0e3a5d,CONSTRUCTION,292365,2019-02-20,11876,D
d145e858-a8fd-4c0a-a52a-8c574058e843,AUTO,4874,2023-03-25,756,A
bf5bdb42-c652-4b0b-8836-ed1c60d31b3f,CONSTRUCTION,246288,2020-11-12,11522,C
1fa3b86f-6bcd-4c85-b7ca-a0055ba15c71,HELOAN,382197,2020-02-01,240895,D
0b884ae1-49d6-4435-8a24-b41241dfe20f,HELOAN,243634,2019-04-22,19931,D
f1c1cf34-c202-465d-9438-06be7182b6ca,HELOAN,364847,2015-05-26,112626,F
339d3768-8341-44a2-b4bd-5a9e2218f760,CONSTRUCTION,174190,2017-02-11,99895,E
b4da4b34-fbe5-46a3-9362-a40afe56d809,CONSTRUCTION,291516,2020-08-03,270427,F
5b9539b1-7944-48ef-a3d6-729b42c94a81,CREDIT_CARD,38314,2018-07-28,17201,D
50410518-5813-498a-b2cb-b2dff91c5e75,HELOAN,394309,2018-04-17,28326,D
c82e90e3-b8c4-40d1-9a1f-80f61433db15,HELOC,401060,2020-07-25,201245,D
ad62f12c-eb40-41e8-940c-5804c2ad39d4,HELOC,199431,2022-04-25,194187,F
a1a95658-8e8d-42f5-af16-32bd5df38860,HELOC,175740,2022-12-01,163497,F
9b44d987-d1a5-42ca-b989-39c5f8093464,HELOAN,368540,2018-02-25,187845,D
cfe6f5ad-34e2-4824-a336-b1986f0afd34,CONSTRUCTION,434552,2014-11-13,42853,F
0209c4ec-0caa-4cc1-8957-a3e452681945,AUTO,25621,2023-03-28,274,A
455743fb-4f94-4d85-ac74-9c2018ce30cb,CREDIT_CARD,9128,2023-12-22,243,A
993b88a7-ec11-467e-ac37-0663b9340d94,CREDIT_CARD,14791,2023-10-25,681,A
dd0b4843-0df2-4df8-ad86-a003065ad9f7,HELOC,320821,2019-03-24,262242,E
3aabd687-8a58-4117-9626-df5b10ea4693,CREDIT_CARD,11847,2016-12-15,11446,F
e75783ca-129a-4e59-afbc-f2cf23762e35,CREDIT_CARD,31382,2016-01-31,1757,F
e45c8387-e980-45c8-aa30-7e22c196af7a,CONSTRUCTION,403590,2023-12-17,147283,C
027455e5-ee89-42cc-9e81-137190ecd6c3,HELOAN,336120,2021-01-12,37931,C
608461ef-078f-4f0f-aa2e-5d3786552a2b,CREDIT_CARD,28786,2020-07-09,4368,C
f7835ff1-1bb3-47b2-abb0-8fad01aa07de,HELOAN,304222,2022-11-08,148712,C
a6b54449-e9eb-4395-b8f5-fbe1b08d8353,HELOAN,341778,2017-07-10,131049,E
d27519c8-ca72-4715-a010-c9378dcc5fd8,AUTO,8301,2017-06-24,5419,E
04a4e3df-ff28-4606-aa40-802683572e1c,HELOC,310499,2019-12-04,80844,C
5bf992fc-fc3b-429e-84ec-97a7a0b4fbf6,CREDIT_CARD,24129,2020-05-30,3590,C
11485b54-2184-4924-9f00-c3114a38d4b6,CREDIT_CARD,24095,2015-01-21,21726,F
4343c43b-32e3-4dc4-a00f-cc84157a43fe,CREDIT_CARD,30914,2024-01-05,26819,F
32a87353-c817-4421-810a-b6e838100faa,CONSTRUCTION,313289,2021-07-17,78882,B
72c204e1-a3b4-4722-81ee-5bf56b08b837,CREDIT_CARD,13744,2019-05-15,9690,E
bb585dc1-09a0-41a7-a998-0758fc44204d,CREDIT_CARD,18747,2017-11-09,13056,E
45003695-185c-45f2-9744-a6cb01352b31,HELOC,232796,2015-05-30,170180,F
6e450bd3-b9ef-4cf6-9ebd-f1fcfd0106b8,HELOAN,308937,2022-04-21,162184,D
0d70bb3f-dc40-494a-8b3b-6ac0fac3f8d1,HELOAN,327528,2022-01-21,72051,B
bcf2af26-8594-472a-9981-204733d3a63b,CREDIT_CARD,9919,2023-12-20,4599,C
4d2ee81b-b1d6-404d-a8d2-76e614a27e35,AUTO,37384,2023-09-10,21486,D
43acc413-5b98-4818-a638-251d743f457d,HELOAN,310680,2017-09-15,112155,E
f29a861f-a0f9-466b-8dc9-af4de268ceed,CREDIT_CARD,29661,2021-12-01,21312,E
fd9298cf-811c-4307-9aac-cb91356b0b08,CONSTRUCTION,298157,2022-06-02,95447,B
a35db67c-ebed-40c1-ab29-75b1a31f5823,HELOC,193301,2022-07-28,148591,E
4334ecef-fee2-48b8-bf78-07fd5ccf1fb6,CREDIT_CARD,21157,2021-12-07,14699,E
0b79ecaa-ddf3-496c-b156-efdb592d40a5,AUTO,13508,2024-01-21,4164,B
194748f4-5f6d-4f42-97b5-8d1fb91b11ee,AUTO,27506,2015-10-14,24601,F
d70b4275-7d6e-445c-95e1-9756b0c60fe8,AUTO,8482,2020-05-10,6483,E
438a830d-6add-4e36-899e-5a9c2b6e843a,CONSTRUCTION,218466,2015-12-27,214471,F
e95c76b9-574d-4410-bcdb-43cca0bf7887,AUTO,31955,2015-12-15,3492,F
9545d205-2ac8-48f3-861b-6104f6ab43b8,HELOAN,313794,2022-01-01,165795,D
e96d371d-b161-47d4-8f19-7d97e77fc5bf,AUTO,39931,2018-09-11,10232,D
